activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC003458,2025-07-08,A0029,RM002,Follow-up Call,Real Estate Income Fund II,Real Estate,59,Yes,No,3.0,46
AC003459,2025-05-13,A0385,RM001,Follow-up Call,Opportunistic Credit Fund II,Private Credit,55,Yes,No,19.0,52
AC003460,2026-04-07,A0116,RM005,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,53,No,No,,30
AC003461,2025-12-29,A0141,RM003,Follow-up Call,Growth Equity Partners III,Private Equity,66,No,No,,49
AC003462,2025-07-02,A0251,RM007,Webinar,Core Infrastructure Income Fund III,Infrastructure,43,Yes,Yes,2.0,39
AC003463,2025-06-30,A0380,RM003,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,63,Yes,Yes,28.0,102
AC003464,2025-08-30,A0271,RM014,Intro Call,Growth Equity Partners III,Private Equity,44,Yes,Yes,27.0,35
AC003465,2025-07-13,A0383,RM010,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,55,Yes,Yes,25.0,82
AC003466,2025-11-12,A0069,RM016,Follow-up Call,Direct Lending Income Fund V,Private Credit,75,Yes,No,28.0,41
AC003467,2025-10-01,A0249,RM001,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,76,Yes,Yes,14.0,91
AC003468,2025-08-03,A0335,RM006,Follow-up Call,Growth Equity Partners III,Private Equity,42,Yes,Yes,2.0,49
AC003469,2026-02-20,A0202,RM002,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,80,Yes,No,7.0,60
AC003470,2026-03-10,A0142,RM013,Webinar,Opportunistic Credit Fund II,Private Credit,65,No,No,,48
AC003471,2025-12-02,A0397,RM013,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,49,Yes,Yes,24.0,39
AC003472,2026-04-06,A0049,RM011,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,58,No,No,,36
AC003473,2025-05-25,A0162,RM015,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,44,Yes,No,3.0,31
AC003474,2025-09-07,A0347,RM003,Webinar,Private Equity Buyout Fund VII,Private Equity,52,Yes,Yes,3.0,55
AC003475,2025-06-17,A0359,RM013,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,51,No,No,,106
AC003476,2025-06-09,A0396,RM016,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,46,No,No,,25
AC003477,2025-11-28,A0351,RM007,Product Education,Real Estate Income Fund II,Real Estate,57,Yes,Yes,14.0,23
AC003478,2025-06-06,A0024,RM008,In-person Meeting,Growth Equity Partners III,Private Equity,60,Yes,Yes,22.0,89
AC003479,2026-04-03,A0373,RM005,Follow-up Call,Growth Equity Partners III,Private Equity,46,Yes,No,18.0,45
AC003480,2025-12-18,A0172,RM009,Intro Call,Real Estate Income Fund II,Real Estate,53,No,No,,25
AC003481,2025-05-06,A0263,RM014,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,65,Yes,No,26.0,94
AC003482,2025-06-01,A0154,RM002,Webinar,Global Infrastructure Partners IV,Infrastructure,52,Yes,Yes,23.0,75
AC003483,2026-01-08,A0331,RM013,In-person Meeting,Direct Lending Income Fund V,Private Credit,57,Yes,Yes,21.0,91
AC003484,2025-06-05,A0231,RM003,Intro Call,Real Estate Income Fund II,Real Estate,56,Yes,No,22.0,22
AC003485,2026-03-26,A0341,RM002,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,84,No,No,,93
AC003486,2025-07-25,A0071,RM003,Webinar,Opportunistic Real Estate Fund VI,Real Estate,37,Yes,Yes,7.0,33
AC003487,2025-10-04,A0068,RM004,Follow-up Call,Direct Lending Income Fund V,Private Credit,75,Yes,Yes,27.0,37
AC003488,2025-10-16,A0175,RM007,Webinar,Core Infrastructure Income Fund III,Infrastructure,50,Yes,No,16.0,35
AC003489,2025-07-25,A0003,RM001,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,55,No,No,,59
AC003490,2025-05-09,A0280,RM004,In-person Meeting,Direct Lending Income Fund V,Private Credit,97,No,No,,70
AC003491,2026-01-30,A0112,RM013,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,91,Yes,No,15.0,116
AC003492,2025-10-05,A0225,RM016,Webinar,Direct Lending Income Fund V,Private Credit,43,Yes,Yes,20.0,69
AC003493,2025-09-29,A0029,RM002,Follow-up Call,Opportunistic Credit Fund II,Private Credit,67,No,No,,21
AC003494,2025-08-08,A0062,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,80,Yes,Yes,13.0,43
AC003495,2026-02-09,A0251,RM007,Product Education,Direct Lending Income Fund V,Private Credit,48,No,No,,29
AC003496,2025-12-17,A0116,RM005,Intro Call,Private Equity Buyout Fund VII,Private Equity,53,No,No,,41
AC003497,2026-01-11,A0078,RM016,Follow-up Call,Growth Equity Partners III,Private Equity,79,No,No,,35
AC003498,2025-06-12,A0087,RM013,Intro Call,Real Estate Income Fund II,Real Estate,80,Yes,No,23.0,36
AC003499,2025-10-27,A0078,RM016,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,90,No,No,,93
AC003500,2025-12-16,A0251,RM007,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,33,Yes,No,19.0,16
AC003501,2025-07-11,A0061,RM006,Product Education,Core Infrastructure Income Fund III,Infrastructure,68,Yes,Yes,16.0,29
AC003502,2025-11-25,A0142,RM013,In-person Meeting,Growth Equity Partners III,Private Equity,89,Yes,Yes,10.0,65
AC003503,2025-08-11,A0279,RM008,In-person Meeting,Direct Lending Income Fund V,Private Credit,37,Yes,No,4.0,48
AC003504,2026-03-14,A0203,RM006,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,61,No,No,,64
AC003505,2025-05-28,A0239,RM003,Webinar,Opportunistic Credit Fund II,Private Credit,61,Yes,Yes,14.0,30
AC003506,2026-01-21,A0096,RM010,Product Education,Global Infrastructure Partners IV,Infrastructure,96,Yes,Yes,26.0,26
AC003507,2025-10-30,A0373,RM005,Follow-up Call,Growth Equity Partners III,Private Equity,49,Yes,Yes,5.0,29
AC003508,2025-12-10,A0165,RM011,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,67,No,No,,36
AC003509,2026-03-14,A0108,RM008,Intro Call,Real Estate Income Fund II,Real Estate,34,No,No,,44
AC003510,2026-01-01,A0362,RM014,Follow-up Call,Growth Equity Partners III,Private Equity,56,No,No,,56
AC003511,2025-05-11,A0265,RM001,Follow-up Call,Real Estate Income Fund II,Real Estate,42,No,No,,22
AC003512,2026-04-25,A0249,RM001,Intro Call,Direct Lending Income Fund V,Private Credit,68,Yes,No,23.0,39
AC003513,2026-02-06,A0352,RM002,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,90,Yes,Yes,14.0,61
AC003514,2025-06-21,A0026,RM011,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,36,Yes,No,26.0,28
AC003515,2025-10-04,A0340,RM016,Intro Call,Private Equity Buyout Fund VII,Private Equity,41,Yes,Yes,26.0,25
AC003516,2026-02-14,A0276,RM005,Intro Call,Global Infrastructure Partners IV,Infrastructure,50,No,No,,10
AC003517,2025-10-01,A0141,RM003,Intro Call,Senior Direct Lending Fund VI,Private Credit,60,Yes,Yes,20.0,24
AC003518,2025-06-13,A0097,RM009,Webinar,Direct Lending Income Fund V,Private Credit,57,No,No,,56
AC003519,2026-03-27,A0036,RM008,Webinar,Core Infrastructure Income Fund III,Infrastructure,50,No,No,,40
AC003520,2026-04-01,A0377,RM013,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,63,No,No,,66
AC003521,2025-12-30,A0050,RM015,Webinar,Opportunistic Real Estate Fund VI,Real Estate,33,No,No,,40
AC003522,2026-01-23,A0098,RM009,Webinar,Direct Lending Income Fund V,Private Credit,71,No,No,,33
AC003523,2025-09-02,A0280,RM004,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,100,Yes,Yes,7.0,67
AC003524,2026-03-22,A0289,RM008,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,73,No,No,,35
AC003525,2026-04-16,A0059,RM002,Product Education,Private Equity Buyout Fund VII,Private Equity,70,No,No,,32
AC003526,2025-10-02,A0331,RM013,Webinar,Real Estate Income Fund II,Real Estate,39,No,No,,68
AC003527,2025-12-22,A0203,RM006,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,59,No,No,,30
AC003528,2025-06-08,A0342,RM003,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,39,Yes,Yes,20.0,34
AC003529,2025-08-13,A0032,RM001,Intro Call,Senior Direct Lending Fund VI,Private Credit,71,Yes,Yes,24.0,33
AC003530,2025-07-18,A0020,RM014,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,77,Yes,Yes,12.0,58
AC003531,2025-12-04,A0257,RM004,Follow-up Call,Growth Equity Partners III,Private Equity,67,Yes,Yes,13.0,48
AC003532,2025-11-27,A0054,RM003,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,72,Yes,Yes,4.0,52
AC003533,2025-12-28,A0208,RM014,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,91,Yes,Yes,15.0,111
AC003534,2025-05-16,A0008,RM010,Follow-up Call,Real Estate Income Fund II,Real Estate,56,Yes,No,10.0,10
AC003535,2025-06-22,A0318,RM005,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,49,Yes,Yes,16.0,31
AC003536,2025-06-04,A0359,RM013,Due Diligence Meeting,Growth Equity Partners III,Private Equity,56,No,No,,89
AC003537,2025-12-11,A0340,RM016,In-person Meeting,Growth Equity Partners III,Private Equity,69,Yes,Yes,22.0,99
AC003538,2025-10-17,A0385,RM001,Product Education,Opportunistic Real Estate Fund VI,Real Estate,71,No,No,,26
AC003539,2025-06-18,A0362,RM014,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,63,Yes,Yes,23.0,82
AC003540,2025-07-22,A0179,RM015,Follow-up Call,Growth Equity Partners III,Private Equity,54,Yes,Yes,9.0,38
AC003541,2025-09-18,A0156,RM004,Intro Call,Private Equity Buyout Fund VII,Private Equity,31,No,No,,19
AC003542,2026-03-11,A0358,RM012,Webinar,Opportunistic Real Estate Fund VI,Real Estate,61,Yes,Yes,7.0,66
AC003543,2025-06-17,A0371,RM009,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,69,Yes,No,17.0,65
AC003544,2025-05-05,A0391,RM012,Follow-up Call,Growth Equity Partners III,Private Equity,34,Yes,No,17.0,32
AC003545,2026-01-17,A0311,RM004,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,69,Yes,Yes,27.0,26
AC003546,2025-07-07,A0073,RM002,Product Education,Real Estate Income Fund II,Real Estate,42,No,No,,27
AC003547,2025-06-21,A0380,RM003,Webinar,Opportunistic Real Estate Fund VI,Real Estate,53,Yes,Yes,5.0,61
AC003548,2025-06-10,A0381,RM004,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,42,No,No,,66
AC003549,2025-05-14,A0271,RM014,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,66,Yes,Yes,10.0,91
AC003550,2025-05-21,A0343,RM004,Webinar,Opportunistic Credit Fund II,Private Credit,78,No,No,,42
AC003551,2025-12-27,A0225,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,54,Yes,Yes,6.0,28
AC003552,2025-05-03,A0379,RM010,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,52,No,No,,93
AC003553,2025-06-26,A0034,RM014,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,58,No,No,,69
AC003554,2026-01-17,A0343,RM004,Follow-up Call,Direct Lending Income Fund V,Private Credit,70,Yes,Yes,3.0,26
AC003555,2025-08-09,A0024,RM008,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,47,Yes,Yes,11.0,75
AC003556,2025-07-16,A0129,RM011,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,84,Yes,Yes,8.0,77
AC003557,2026-01-12,A0048,RM007,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,80,Yes,Yes,18.0,43
AC003558,2025-10-29,A0192,RM004,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,94,Yes,Yes,2.0,34
AC003559,2026-02-07,A0089,RM012,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,77,Yes,Yes,21.0,30
AC003560,2025-07-06,A0382,RM010,Intro Call,Real Estate Income Fund II,Real Estate,79,Yes,Yes,3.0,46
AC003561,2025-05-10,A0225,RM016,Follow-up Call,Opportunistic Credit Fund II,Private Credit,50,Yes,No,9.0,20
AC003562,2025-05-03,A0359,RM013,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,40,Yes,Yes,23.0,29
AC003563,2026-01-07,A0105,RM004,Intro Call,Global Infrastructure Partners IV,Infrastructure,34,Yes,Yes,7.0,60
AC003564,2025-09-26,A0014,RM013,Intro Call,Global Infrastructure Partners IV,Infrastructure,40,No,No,,31
AC003565,2025-08-01,A0316,RM001,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,75,Yes,Yes,24.0,50
AC003566,2025-11-03,A0285,RM011,In-person Meeting,Real Estate Income Fund II,Real Estate,86,Yes,Yes,26.0,97
AC003567,2025-09-23,A0219,RM011,Product Education,Growth Equity Partners III,Private Equity,46,Yes,Yes,14.0,24
AC003568,2025-12-30,A0331,RM013,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,72,No,No,,82
AC003569,2025-11-17,A0340,RM016,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,47,No,No,,76
AC003570,2025-09-21,A0236,RM006,Product Education,Value-Add Real Estate Fund IV,Real Estate,84,Yes,No,26.0,39
AC003571,2025-09-13,A0388,RM012,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,52,No,No,,85
AC003572,2025-07-04,A0293,RM001,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,100,Yes,Yes,27.0,95
AC003573,2025-10-25,A0276,RM005,Webinar,Global Infrastructure Partners IV,Infrastructure,64,No,No,,54
AC003574,2025-06-06,A0142,RM013,Follow-up Call,Real Estate Income Fund II,Real Estate,78,No,No,,40
AC003575,2026-02-01,A0001,RM006,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,72,Yes,Yes,5.0,102
AC003576,2025-08-17,A0093,RM012,In-person Meeting,Direct Lending Income Fund V,Private Credit,71,Yes,Yes,15.0,76
AC003577,2025-05-13,A0310,RM010,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,51,Yes,Yes,3.0,39
AC003578,2026-04-29,A0288,RM015,Product Education,Private Equity Buyout Fund VII,Private Equity,47,Yes,Yes,11.0,57
AC003579,2026-02-16,A0127,RM014,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,91,Yes,Yes,23.0,53
AC003580,2025-07-31,A0252,RM008,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,79,Yes,No,28.0,55
AC003581,2025-06-21,A0071,RM003,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,62,Yes,Yes,21.0,58
AC003582,2025-05-07,A0099,RM001,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,79,Yes,No,29.0,51
AC003583,2025-10-18,A0381,RM004,Portfolio Review,Growth Equity Partners III,Private Equity,43,Yes,Yes,11.0,40
AC003584,2026-04-21,A0165,RM011,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,64,No,No,,40
AC003585,2026-02-25,A0094,RM005,Intro Call,Senior Direct Lending Fund VI,Private Credit,57,No,No,,36
AC003586,2025-09-18,A0195,RM005,Portfolio Review,Real Estate Income Fund II,Real Estate,71,Yes,Yes,14.0,90
AC003587,2026-02-13,A0150,RM006,Follow-up Call,Opportunistic Credit Fund II,Private Credit,78,No,No,,36
AC003588,2026-02-13,A0296,RM001,Webinar,Real Estate Income Fund II,Real Estate,52,No,No,,61
AC003589,2025-06-13,A0387,RM006,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,63,No,No,,73
AC003590,2025-11-11,A0237,RM008,Intro Call,Real Estate Income Fund II,Real Estate,55,No,No,,19
AC003591,2025-09-22,A0237,RM008,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,73,Yes,Yes,17.0,65
AC003592,2025-05-27,A0142,RM013,Webinar,Senior Direct Lending Fund VI,Private Credit,62,No,No,,66
AC003593,2026-04-10,A0227,RM015,In-person Meeting,Direct Lending Income Fund V,Private Credit,54,Yes,Yes,4.0,63
AC003594,2025-07-16,A0121,RM010,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,78,No,No,,32
AC003595,2026-01-29,A0001,RM006,Intro Call,Opportunistic Credit Fund II,Private Credit,34,No,No,,26
AC003596,2026-01-29,A0343,RM004,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,50,No,No,,37
AC003597,2025-06-09,A0173,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,50,Yes,Yes,3.0,23
AC003598,2025-11-28,A0197,RM010,Follow-up Call,Opportunistic Credit Fund II,Private Credit,71,Yes,No,5.0,27
AC003599,2026-04-10,A0031,RM010,Follow-up Call,Opportunistic Credit Fund II,Private Credit,65,Yes,No,13.0,46
AC003600,2025-06-08,A0339,RM004,Intro Call,Opportunistic Credit Fund II,Private Credit,58,No,No,,39
AC003601,2026-02-03,A0062,RM016,Intro Call,Real Estate Income Fund II,Real Estate,75,No,No,,39
AC003602,2026-03-13,A0162,RM015,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,62,Yes,Yes,27.0,86
AC003603,2026-02-15,A0340,RM016,In-person Meeting,Opportunistic Credit Fund II,Private Credit,76,Yes,Yes,24.0,73
AC003604,2025-09-17,A0183,RM014,Follow-up Call,Opportunistic Credit Fund II,Private Credit,47,Yes,No,18.0,31
AC003605,2026-02-07,A0373,RM005,Webinar,Growth Equity Partners III,Private Equity,53,Yes,Yes,5.0,32
AC003606,2025-08-07,A0076,RM007,Webinar,Real Estate Income Fund II,Real Estate,43,Yes,No,7.0,54
AC003607,2025-11-08,A0290,RM015,Portfolio Review,Real Estate Income Fund II,Real Estate,56,No,No,,69
AC003608,2025-08-07,A0396,RM016,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,74,Yes,No,19.0,68
AC003609,2025-09-28,A0220,RM015,Intro Call,Opportunistic Credit Fund II,Private Credit,67,Yes,Yes,22.0,35
AC003610,2026-04-29,A0280,RM004,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,83,Yes,Yes,26.0,64
AC003611,2026-01-24,A0154,RM002,In-person Meeting,Real Estate Income Fund II,Real Estate,68,No,No,,86
AC003612,2025-09-27,A0305,RM007,Webinar,Senior Direct Lending Fund VI,Private Credit,49,No,No,,52
AC003613,2025-08-18,A0363,RM012,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,82,Yes,Yes,8.0,45
AC003614,2025-07-26,A0285,RM011,Follow-up Call,Opportunistic Credit Fund II,Private Credit,68,Yes,Yes,28.0,53
AC003615,2025-06-27,A0374,RM009,Webinar,Value-Add Real Estate Fund IV,Real Estate,72,Yes,Yes,18.0,53
AC003616,2025-10-26,A0236,RM006,Intro Call,Global Infrastructure Partners IV,Infrastructure,53,No,No,,50
AC003617,2026-02-23,A0232,RM012,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,71,No,No,,82
AC003618,2025-07-28,A0116,RM005,Follow-up Call,Direct Lending Income Fund V,Private Credit,56,No,No,,21
AC003619,2025-12-20,A0288,RM015,Product Education,Global Infrastructure Partners IV,Infrastructure,41,Yes,Yes,6.0,29
AC003620,2025-12-30,A0349,RM014,In-person Meeting,Growth Equity Partners III,Private Equity,99,Yes,Yes,18.0,126
AC003621,2025-12-01,A0260,RM001,Follow-up Call,Direct Lending Income Fund V,Private Credit,61,No,No,,35
AC003622,2025-11-14,A0089,RM012,Intro Call,Direct Lending Income Fund V,Private Credit,57,No,No,,53
AC003623,2026-02-22,A0218,RM006,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,93,Yes,No,14.0,61
AC003624,2025-06-22,A0307,RM014,Product Education,Growth Equity Partners III,Private Equity,59,No,No,,38
AC003625,2025-11-01,A0375,RM010,Follow-up Call,Direct Lending Income Fund V,Private Credit,35,No,No,,25
AC003626,2026-02-13,A0056,RM011,Intro Call,Growth Equity Partners III,Private Equity,54,Yes,No,12.0,27
AC003627,2025-12-23,A0046,RM009,Product Education,Value-Add Real Estate Fund IV,Real Estate,72,No,No,,34
AC003628,2026-04-09,A0165,RM011,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,99,Yes,Yes,24.0,48
AC003629,2026-03-15,A0046,RM009,Webinar,Opportunistic Credit Fund II,Private Credit,74,Yes,Yes,18.0,40
AC003630,2026-03-25,A0396,RM016,In-person Meeting,Real Estate Income Fund II,Real Estate,46,No,No,,74
AC003631,2025-07-03,A0171,RM016,In-person Meeting,Direct Lending Income Fund V,Private Credit,71,Yes,No,5.0,80
AC003632,2026-02-16,A0211,RM006,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,86,Yes,Yes,13.0,66
AC003633,2026-02-03,A0087,RM013,Product Education,Opportunistic Credit Fund II,Private Credit,65,No,No,,45
AC003634,2025-12-09,A0181,RM003,Product Education,Opportunistic Real Estate Fund VI,Real Estate,47,Yes,No,28.0,39
AC003635,2026-03-19,A0397,RM013,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,55,Yes,No,27.0,90
AC003636,2025-09-23,A0196,RM009,Portfolio Review,Opportunistic Credit Fund II,Private Credit,70,Yes,Yes,20.0,89
AC003637,2025-10-05,A0006,RM012,Intro Call,Private Equity Buyout Fund VII,Private Equity,65,No,No,,16
AC003638,2025-05-18,A0093,RM012,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,53,No,No,,28
AC003639,2025-05-31,A0396,RM016,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,63,No,No,,87
AC003640,2025-05-01,A0398,RM007,Follow-up Call,Opportunistic Credit Fund II,Private Credit,84,Yes,Yes,7.0,31
AC003641,2025-05-14,A0077,RM005,Intro Call,Core Infrastructure Income Fund III,Infrastructure,27,Yes,Yes,14.0,29
AC003642,2026-01-16,A0249,RM001,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,68,Yes,Yes,21.0,72
AC003643,2025-05-24,A0030,RM009,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,86,Yes,No,6.0,34
AC003644,2025-12-14,A0232,RM012,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,48,No,No,,33
